rannum,action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id,attendance,arena_temp,avgnoisedb,From: shot_made_flag,Into: shot_made_flag,Predicted Probability: shot_made_flag=0,Predicted Probability: shot_made_flag=1
1130,Jump Shot,Jump Shot,45,20000723,34.0293,191,15,-118.0788,6,1,0,01JAN00:00:00:00,52,19,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2/14/2001,LAL @ PHI,PHI,1118,14293,72,92.28,1,0,0.683568827,0.316431173
1142,Jump Shot,Jump Shot,16,20000739,34.0083,64,36,-118.2058,9,1,0,01JAN00:00:00:00,55,7,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2/16/2001,LAL @ CHH,CHA,1131,14468,72,93.95,1,0,0.744314915,0.255685085
1143,Driving Layup Shot,Layup,61,20000739,34.0443,0,0,-118.2698,5,1,0,01JAN00:00:00:00,26,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2/16/2001,LAL @ CHH,CHA,1133,14468,72,93.95,1,1,0.267273414,0.732726586
1144,Alley Oop Dunk Sho,Dunk,120,20000739,34.0443,0,0,-118.2698,0,1,0,01JAN00:00:00:00,46,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2/16/2001,LAL @ CHH,CHA,1135,14468,72,93.95,1,1,0.06455882,0.93544118
1145,Layup Shot,Layup,247,20000739,34.0443,0,0,-118.2698,2,2,0,01JAN00:00:00:00,14,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2/16/2001,LAL @ CHH,CHA,1138,14468,72,93.95,1,0,0.718167756,0.281832244
1146,Dunk Shot,Dunk,254,20000739,34.0443,0,0,-118.2698,1,2,0,01JAN00:00:00:00,46,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2/16/2001,LAL @ CHH,CHA,1139,14468,72,93.95,1,1,0.298398551,0.701601449
1147,Jump Shot,Jump Shot,355,20000739,33.8923,201,152,-118.0688,5,3,0,01JAN00:00:00:00,55,25,,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,2/16/2001,LAL @ CHH,CHA,1142,14468,72,93.95,1,0,0.717192743,0.282807257
1169,Layup Shot,Layup,88,20000753,34.0293,-27,15,-118.2968,2,1,0,01JAN00:00:00:00,1,3,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2/18/2001,LAL @ IND,IND,1151,16119,71,98.46,1,0,0.580089586,0.419910414
1170,Jump Shot,Jump Shot,121,20000753,33.9153,-147,129,-118.4168,11,2,0,01JAN00:00:00:00,18,19,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2/18/2001,LAL @ IND,IND,1152,16119,71,98.46,1,0,0.556890747,0.443109253
1171,Driving Layup Shot,Layup,238,20000753,34.0103,-12,34,-118.2818,0,2,0,01JAN00:00:00:00,44,3,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2/18/2001,LAL @ IND,IND,1155,16119,71,98.46,1,1,0.183344172,0.816655828
1172,Jump Shot,Jump Shot,354,20000753,33.8463,-42,198,-118.3118,0,3,0,01JAN00:00:00:00,33,20,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2/18/2001,LAL @ IND,IND,1165,16119,71,98.46,1,0,0.583611614,0.416388386
1173,Driving Dunk Shot,Dunk,378,20000753,34.0233,1,21,-118.2688,11,4,0,01JAN00:00:00:00,6,2,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2/18/2001,LAL @ IND,IND,1167,16119,71,98.46,1,1,0.020253427,0.979746573
1174,Layup Shot,Layup,446,20000753,34.0163,-4,28,-118.2738,3,4,0,01JAN00:00:00:00,44,2,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2/18/2001,LAL @ IND,IND,1172,16119,71,98.46,1,0,0.595857081,0.404142919
1175,Running Jump Shot,Jump Shot,474,20000753,34.0103,-4,34,-118.2738,0,4,0,01JAN00:00:00:00,36,3,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2/18/2001,LAL @ IND,IND,1174,16119,71,98.46,1,1,0.213733793,0.786266207
1191,Layup Shot,Layup,164,20000767,34.0443,0,0,-118.2698,5,2,0,01JAN00:00:00:00,20,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2/20/2001,LAL @ DAL,DAL,1180,14172,69,93.89,1,0,0.684884528,0.315115473
1218,Jump Shot,Jump Shot,170,20000828,33.9263,167,118,-118.1028,4,2,0,01JAN00:00:00:00,4,20,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2/28/2001,LAL @ DEN,DEN,1200,14733,72,96.57,1,0,0.691382163,0.308617837
1219,Jump Shot,Jump Shot,196,20000828,33.9593,167,85,-118.1028,1,2,0,01JAN00:00:00:00,38,18,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2/28/2001,LAL @ DEN,DEN,1202,14733,72,96.57,1,0,0.680609801,0.319390199
1233,Turnaround Jump Sh,Jump Shot,213,20000852,34.0423,117,2,-118.1528,11,3,0,01JAN00:00:00:00,22,11,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/3/2001,LAL @ VAN,VAN,1227,14115,68,91.53,1,1,0.307609033,0.692390967
1234,Reverse Layup Shot,Layup,239,20000852,34.0313,5,13,-118.2648,7,3,0,01JAN00:00:00:00,52,1,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/3/2001,LAL @ VAN,VAN,1228,14115,68,91.53,1,1,0.26805716,0.73194284
1235,Jump Shot,Jump Shot,262,20000852,33.9323,-115,112,-118.3848,4,3,0,01JAN00:00:00:00,25,16,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/3/2001,LAL @ VAN,VAN,1229,14115,68,91.53,1,0,0.574393382,0.425606619
1249,Layup Shot,Layup,26,20000860,34.0443,0,0,-118.2698,9,1,0,01JAN00:00:00:00,38,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/4/2001,LAL vs. GSW,GSW,1237,14892,70,92.28,1,0,0.555400312,0.444599688
1250,Jump Shot,Jump Shot,115,20000860,33.9193,79,125,-118.1908,1,1,0,01JAN00:00:00:00,4,14,,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,3/4/2001,LAL vs. GSW,GSW,1241,14892,70,92.28,1,0,0.64756057,0.35243943
1267,Jump Shot,Jump Shot,106,20000871,33.9783,-111,66,-118.3808,1,1,0,01JAN00:00:00:00,24,12,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/6/2001,LAL @ GSW,GSW,1256,15238,64,95.83,1,0,0.785812226,0.214187774
1299,Jump Shot,Jump Shot,254,20000884,33.8813,115,163,-118.1548,9,3,0,01JAN00:00:00:00,58,19,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/7/2001,LAL vs. TOR,TOR,1279,14402,70,92.43,1,0,0.607830315,0.392169685
1300,Layup Shot,Layup,344,20000884,34.0443,0,0,-118.2698,0,3,0,01JAN00:00:00:00,2,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/7/2001,LAL vs. TOR,TOR,1293,14402,70,92.43,1,0,0.688496765,0.311503235
1301,Jump Shot,Jump Shot,377,20000884,33.9363,-126,108,-118.3958,9,4,0,01JAN00:00:00:00,24,16,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/7/2001,LAL vs. TOR,TOR,1295,14402,70,92.43,1,0,0.664660734,0.335339266
1330,Driving Layup Shot,Layup,287,20000896,34.0443,0,0,-118.2698,6,3,0,01JAN00:00:00:00,20,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/9/2001,LAL vs. SAS,SAS,1319,13883,72,89.01,1,1,0.275938877,0.724061123
1331,Jump Shot,Jump Shot,303,20000896,33.8583,14,186,-118.2558,5,3,0,01JAN00:00:00:00,18,18,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/9/2001,LAL vs. SAS,SAS,1320,13883,72,89.01,1,0,0.687528561,0.312471439
1332,Running Jump Shot,Jump Shot,308,20000896,33.9663,-6,78,-118.2758,4,3,0,01JAN00:00:00:00,42,7,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,3/9/2001,LAL vs. SAS,SAS,1321,13883,72,89.01,1,1,0.316177899,0.683822101
1333,Turnaround Jump Sh,Jump Shot,358,20000896,33.9763,22,68,-118.2478,0,3,0,01JAN00:00:00:00,27,7,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,3/9/2001,LAL vs. SAS,SAS,1322,13883,72,89.01,1,0,0.509785406,0.490214594
1334,Jump Shot,Jump Shot,525,20000896,33.7873,49,257,-118.2208,0,5,0,01JAN00:00:00:00,3,26,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/9/2001,LAL vs. SAS,SAS,1334,13883,72,89.01,1,0,0.766916263,0.233083737
1362,Alley Oop Layup sh,Layup,404,20000936,34.0443,0,0,-118.2698,7,4,0,01JAN00:00:00:00,57,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/15/2001,LAL @ DET,DET,1351,14979,65,93.07,1,1,0.258134221,0.741865779
1378,Jump Shot,Jump Shot,303,20000942,34.0843,146,-40,-118.1238,4,3,0,01JAN00:00:00:00,21,15,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/16/2001,LAL @ WAS,WAS,1373,15631,73,94.16,1,0,0.692273671,0.307726329
1379,Jump Shot,Jump Shot,321,20000942,34.0503,-166,-6,-118.4358,1,3,0,01JAN00:00:00:00,57,16,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,3/16/2001,LAL @ WAS,WAS,1375,15631,73,94.16,1,0,0.682346268,0.317653732
1380,Layup Shot,Layup,352,20000942,34.0353,11,9,-118.2588,10,4,0,01JAN00:00:00:00,44,1,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/16/2001,LAL @ WAS,WAS,1380,15631,73,94.16,1,0,0.598841399,0.401158601
1396,Running Jump Shot,Jump Shot,34,20000958,33.9513,-16,93,-118.2858,7,1,0,01JAN00:00:00:00,11,9,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,3/18/2001,LAL @ ORL,ORL,1382,15703,68,93.53,1,1,0.194028529,0.805971471
1397,Tip Shot,Tip Shot,173,20000958,34.0443,0,0,-118.2698,5,2,0,01JAN00:00:00:00,57,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/18/2001,LAL @ ORL,ORL,1385,15703,68,93.53,1,0,0.666756501,0.333243499
1418,Jump Shot,Jump Shot,51,20000965,33.9223,-50,122,-118.3198,4,1,0,01JAN00:00:00:00,42,13,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,3/19/2001,LAL @ ATL,ATL,1399,16253,69,95.73,1,0,0.545824999,0.454175001
1419,Alley Oop Dunk Sho,Dunk,124,20000965,34.0443,0,0,-118.2698,8,2,0,01JAN00:00:00:00,5,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,3/19/2001,LAL @ ATL,ATL,1403,16253,69,95.73,1,1,0.039926164,0.960073836
1433,Jump Shot,Jump Shot,235,20000981,34.0633,-101,-19,-118.3708,10,3,0,01JAN00:00:00:00,18,10,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,3/21/2001,LAL @ MIL,MIL,1428,14835,74,91.04,1,0,0.668944678,0.331055322
1434,Jump Shot,Jump Shot,438,20000981,33.8163,-115,228,-118.3848,3,4,0,01JAN00:00:00:00,0,25,,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,3/21/2001,LAL @ MIL,MIL,1434,14835,74,91.04,1,0,0.638543103,0.361456897
1451,Alley Oop Dunk Sho,Dunk,80,20001121,34.0443,0,0,-118.2698,3,1,0,01JAN00:00:00:00,26,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,4/10/2001,LAL vs. PHX,PHX,1444,15859,69,96.81,1,1,0.036536663,0.963463337
1452,Jump Shot,Jump Shot,302,20001121,34.0163,226,28,-118.0438,5,3,0,01JAN00:00:00:00,48,22,,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612747,Los Angeles Lakers,4/10/2001,LAL vs. PHX,PHX,1448,15859,69,96.81,1,0,0.569416196,0.430583804
1475,Running Jump Shot,Jump Shot,272,20001136,33.8523,-48,192,-118.3178,6,3,0,01JAN00:00:00:00,54,19,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,4/12/2001,LAL vs. MIN,MIN,1466,14632,70,93.26,1,1,0.176463638,0.823536363
1476,Jump Shot,Jump Shot,391,20001136,33.8583,49,186,-118.2208,7,4,0,01JAN00:00:00:00,48,19,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,4/12/2001,LAL vs. MIN,MIN,1476,14632,70,93.26,1,0,0.629116387,0.370883613
1494,Jump Shot,Jump Shot,129,20001162,33.9323,155,112,-118.1148,10,2,0,01JAN00:00:00:00,47,19,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,4/15/2001,LAL vs. POR,POR,1478,16642,72,94.92,1,0,0.546720012,0.453279988
1495,Jump Shot,Jump Shot,261,20001162,34.0213,193,23,-118.0768,9,3,0,01JAN00:00:00:00,2,19,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,4/15/2001,LAL vs. POR,POR,1485,16642,72,94.92,1,0,0.598921912,0.401078088
1496,Driving Layup Shot,Layup,352,20001162,34.0443,0,0,-118.2698,0,3,0,01JAN00:00:00:00,5,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,4/15/2001,LAL vs. POR,POR,1491,16642,72,94.92,1,1,0.203856469,0.796143532
1497,Turnaround Jump Sh,Jump Shot,406,20001162,33.9973,121,47,-118.1488,7,4,0,01JAN00:00:00:00,11,12,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,4/15/2001,LAL vs. POR,POR,1494,16642,72,94.92,1,1,0.352427764,0.647572236
1508,Layup Shot,Layup,88,20001177,34.0443,0,0,-118.2698,3,1,0,01JAN00:00:00:00,17,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,4/17/2001,LAL vs. DEN,DEN,1500,14645,70,93.21,1,0,0.639713055,0.360286945
1509,Turnaround Jump Sh,Jump Shot,173,20001177,34.0463,142,-2,-118.1278,8,2,0,01JAN00:00:00:00,18,14,,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,4/17/2001,LAL vs. DEN,DEN,1501,14645,70,93.21,1,1,0.396735744,0.603264256
1510,Jump Shot,Jump Shot,188,20001177,33.8983,85,146,-118.1848,6,2,0,01JAN00:00:00:00,13,16,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,4/17/2001,LAL vs. DEN,DEN,1503,14645,70,93.21,1,0,0.635411435,0.364588565
1531,Reverse Layup Shot,Layup,188,20100012,34.0443,0,0,-118.2698,4,2,0,01FEB01:00:00:00,58,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,10/30/2001,LAL vs. POR,POR,1519,15129,70,94.22,1,1,0.321406499,0.678593501
1532,Jump Shot,Jump Shot,244,20100012,33.9153,7,129,-118.2628,10,3,0,01FEB01:00:00:00,51,12,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,10/30/2001,LAL vs. POR,POR,1524,15129,70,94.22,1,0,0.596129598,0.403870402
1533,Running Jump Shot,Jump Shot,352,20100012,33.9763,-27,68,-118.2968,0,3,0,01FEB01:00:00:00,55,7,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,10/30/2001,LAL vs. POR,POR,1529,15129,70,94.22,1,1,0.263876195,0.736123805
1534,Alley Oop Layup sh,Layup,442,20100012,34.0443,0,0,-118.2698,4,4,0,01FEB01:00:00:00,29,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,10/30/2001,LAL vs. POR,POR,1533,15129,70,94.22,1,1,0.295054236,0.704945764
1553,Slam Dunk Shot,Dunk,81,20100023,34.0443,0,0,-118.2698,3,1,0,01FEB01:00:00:00,30,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/1/2001,LAL @ UTA,UTA,1538,14708,73,96.98,1,1,0.014045304,0.985954696
1554,Jump Shot,Jump Shot,109,20100023,34.0593,180,-15,-118.0898,0,1,0,01FEB01:00:00:00,40,18,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/1/2001,LAL @ UTA,UTA,1539,14708,73,96.98,1,0,0.642024578,0.357975422
1555,Layup Shot,Layup,315,20100023,34.0443,0,0,-118.2698,4,3,0,01FEB01:00:00:00,13,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/1/2001,LAL @ UTA,UTA,1546,14708,73,96.98,1,0,0.652484673,0.347515328
1556,Jump Shot,Jump Shot,491,20100023,33.8733,73,171,-118.1968,2,4,0,01FEB01:00:00:00,10,18,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/1/2001,LAL @ UTA,UTA,1555,14708,73,96.98,1,0,0.665541415,0.334458586
1568,Jump Shot,Jump Shot,116,20100033,33.9033,-92,141,-118.3618,0,1,0,01FEB01:00:00:00,31,16,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/2/2001,LAL vs. PHX,PHX,1559,14094,69,98.55,1,0,0.638533649,0.361466351
1569,Fadeaway Jump Shot,Jump Shot,282,20100033,34.0103,58,34,-118.2118,7,3,0,01FEB01:00:00:00,10,6,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,11/2/2001,LAL vs. PHX,PHX,1563,14094,69,98.55,1,1,0.462060172,0.537939828
1570,Driving Layup Shot,Layup,376,20100033,34.0443,0,0,-118.2698,10,4,0,01FEB01:00:00:00,20,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/2/2001,LAL vs. PHX,PHX,1565,14094,69,98.55,1,1,0.235654221,0.764345779
1590,Jump Shot,Jump Shot,107,20100051,33.8633,-141,181,-118.4108,0,1,0,01FEB01:00:00:00,17,22,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/4/2001,LAL vs. UTA,UTA,1574,15857,70,96.53,1,0,0.594078707,0.405921293
1591,Jump Shot,Jump Shot,520,20100051,33.8713,-65,173,-118.3348,0,4,0,01FEB01:00:00:00,29,18,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/4/2001,LAL vs. UTA,UTA,1591,15857,70,96.53,1,0,0.634369936,0.365630064
1605,Jump Shot,Jump Shot,70,20100083,34.0233,-86,21,-118.3558,5,1,0,01FEB01:00:00:00,32,8,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/9/2001,LAL vs. MEM,MEM,1594,15962,68,97.02,1,0,0.68029493,0.31970507
1606,Jump Shot,Jump Shot,393,20100083,34.0103,-172,34,-118.4418,0,3,0,01FEB01:00:00:00,33,17,,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/9/2001,LAL vs. MEM,MEM,1605,15962,68,97.02,1,0,0.680527227,0.319472773
1618,Jump Shot,Jump Shot,282,20100097,33.8883,91,156,-118.1788,8,3,0,01FEB01:00:00:00,42,18,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/11/2001,LAL vs. ORL,ORL,1611,15015,71,95.43,1,0,0.607156989,0.392843011
1619,Jump Shot,Jump Shot,425,20100097,33.8653,-14,179,-118.2838,10,4,0,01FEB01:00:00:00,54,17,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/11/2001,LAL vs. ORL,ORL,1614,15015,71,95.43,1,0,0.604928932,0.395071068
1641,Jump Shot,Jump Shot,10,20100119,34.0443,180,0,-118.0898,10,1,0,01FEB01:00:00:00,28,18,,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/15/2001,LAL @ HOU,HOU,1620,14335,69,95.96,1,0,0.716801789,0.283198211
1642,Jump Shot,Jump Shot,132,20100119,34.0253,-134,19,-118.4038,5,2,0,01FEB01:00:00:00,42,13,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/15/2001,LAL @ HOU,HOU,1626,14335,69,95.96,1,0,0.813055155,0.186944845
1643,Jump Shot,Jump Shot,199,20100119,33.8943,138,150,-118.1318,10,3,0,01FEB01:00:00:00,48,20,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/15/2001,LAL @ HOU,HOU,1630,14335,69,95.96,1,0,0.701072726,0.298927274
1644,Jump Shot,Jump Shot,225,20100119,33.7933,11,251,-118.2588,6,3,0,01FEB01:00:00:00,28,25,,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612747,Los Angeles Lakers,11/15/2001,LAL @ HOU,HOU,1632,14335,69,95.96,1,0,0.751309721,0.248690279
1645,Jump Shot,Jump Shot,246,20100119,33.9453,-8,99,-118.2778,5,3,0,01FEB01:00:00:00,1,9,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/15/2001,LAL @ HOU,HOU,1634,14335,69,95.96,1,0,0.752512488,0.247487512
1646,Jump Shot,Jump Shot,380,20100119,33.9073,-94,137,-118.3638,2,4,0,01FEB01:00:00:00,15,16,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/15/2001,LAL @ HOU,HOU,1643,14335,69,95.96,1,0,0.772561019,0.227438981
1658,Jump Shot,Jump Shot,169,20100127,33.8813,119,163,-118.1508,5,2,0,01FEB01:00:00:00,20,20,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/16/2001,LAL @ PHX,PHX,1651,16233,71,92.96,1,0,0.520367357,0.479632643
1659,Jump Shot,Jump Shot,302,20100127,33.9193,-101,125,-118.3708,3,3,0,01FEB01:00:00:00,6,16,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/16/2001,LAL @ PHX,PHX,1655,16233,71,92.96,1,0,0.57487604,0.42512396
1660,Jump Shot,Jump Shot,337,20100127,34.0103,-124,34,-118.3938,11,4,0,01FEB01:00:00:00,15,12,,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/16/2001,LAL @ PHX,PHX,1658,16233,71,92.96,1,0,0.673873727,0.326126274
1661,Jump Shot,Jump Shot,409,20100127,33.8963,3,148,-118.2668,4,4,0,01FEB01:00:00:00,50,14,,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,11/16/2001,LAL @ PHX,PHX,1659,16233,71,92.96,1,0,0.586254425,0.413745575
1678,Jump Shot,Jump Shot,98,20100143,33.8463,-4,198,-118.2738,0,1,0,01FEB01:00:00:00,30,19,,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/18/2001,LAL vs. SAC,SAC,1665,15753,68,91.9,1,0,0.603016538,0.396983462
1679,Jump Shot,Jump Shot,409,20100143,33.9153,30,129,-118.2398,8,4,0,01FEB01:00:00:00,20,13,,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,11/18/2001,LAL vs. SAC,SAC,1675,15753,68,91.9,1,0,0.641114837,0.358885163
1680,Dunk Shot,Dunk,527,20100143,34.0443,0,0,-118.2698,1,4,0,01FEB01:00:00:00,5,0,,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,11/18/2001,LAL vs. SAC,SAC,1680,15753,68,91.9,1,1,0.274133593,0.725866407
1694,Jump Shot,Jump Shot,347,20100152,33.9003,81,144,-118.1888,1,3,0,01FEB01:00:00:00,23,16,,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/20/2001,LAL @ LAC,LAC,1690,14563,72,94.26,1,0,0.665809224,0.334190776
1709,Jump Shot,Jump Shot,25,20100161,34.0183,-48,26,-118.3178,7,1,0,01FEB01:00:00:00,51,5,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,11/21/2001,LAL @ DEN,DEN,1696,14602,69,92.67,1,0,0.711703678,0.288296323
1722,Jump Shot,Jump Shot,66,20100178,33.9783,-33,66,-118.3028,6,1,0,01FEB01:00:00:00,4,7,,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,11/23/2001,LAL vs. GSW,GSW,1714,16136,71,98.43,1,0,0.643059063,0.356940937
1723,Jump Shot,Jump Shot,386,20100178,33.9003,-166,144,-118.4358,10,4,0,01FEB01:00:00:00,29,21,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/23/2001,LAL vs. GSW,GSW,1721,16136,71,98.43,1,0,0.563757074,0.436242927
1738,Jump Shot,Jump Shot,55,20100192,33.8793,-65,165,-118.3348,4,1,0,01FEB01:00:00:00,31,17,,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,11/25/2001,LAL vs. DEN,DEN,1726,14152,67,97.37,1,0,0.652613991,0.347386009
